fold,sample_id,Sentence_ID,Sub-Subtype,predicted_label,correct,confidence
0,GOLD_0000,2007/s/2007/677/102:2,Passive to Active Voice,Register Mismatch,False,0.7945473194122314
0,GOLD_0001,2007/s/2007/677/102:2,Passive to Active Voice,Register Mismatch,False,0.8046155571937561
0,GOLD_0002,2005/s/2005/631/69:1,Passive to Active Voice,Register Mismatch,False,0.6802304983139038
0,GOLD_0003,2005/s/2005/631/69:1,Passive to Active Voice,Register Mismatch,False,0.6802304983139038
0,GOLD_0004,2005/s/2005/631/69:1,Passive to Active Voice,Register Mismatch,False,0.6759045124053955
0,GOLD_0005,2005/s/2005/682/29:1,Definiteness Shift,Definiteness Shift,True,0.9962097406387329
0,GOLD_0006,2005/s/2005/682/29:1,Definiteness Shift,Definiteness Shift,True,0.9960899949073792
0,GOLD_0007,2005/s/2005/682/29:1,Definiteness Shift,Definiteness Shift,True,0.9963712692260742
0,GOLD_0008,2005/s/2005/682/29:1,Definiteness Shift,Definiteness Shift,True,0.9960899949073792
0,GOLD_0009,2005/s/2005/633/25:2,Definiteness Shift,Definiteness Shift,True,0.6978276968002319
0,GOLD_0010,2005/s/2005/633/25:2,Definiteness Shift,Definiteness Shift,True,0.7073099613189697
0,GOLD_0011,2005/s/2005/633/25:2,Definiteness Shift,Definiteness Shift,True,0.7081031203269958
0,GOLD_0012,2005/s/2005/633/25:2,Definiteness Shift,Definiteness Shift,True,0.7071876525878906
0,GOLD_0013,2008/s/2008/250/69:2,Definiteness Shift,Definiteness Shift,True,0.9852825403213501
0,GOLD_0014,2008/s/2008/250/69:2,Definiteness Shift,Definiteness Shift,True,0.9834316372871399
0,GOLD_0015,2008/s/2008/250/69:2,Definiteness Shift,Definiteness Shift,True,0.9829207062721252
0,GOLD_0016,2008/s/2008/250/69:2,Definiteness Shift,Definiteness Shift,True,0.9834316372871399
0,GOLD_0017,2005/s/2005/60/457:3,Register Mismatch,Register Mismatch,True,0.3575749099254608
0,GOLD_0018,2005/s/2005/60/457:3,Register Mismatch,Register Mismatch,True,0.3878176808357239
0,GOLD_0019,2005/s/2005/60/457:3,Register Mismatch,Terminology Substitution,False,0.3654210567474365
0,GOLD_0020,2005/s/2005/60/457:3,Register Mismatch,Register Mismatch,True,0.387888640165329
0,GOLD_0021,2013/s/2013/447/22:4,Register Mismatch,Register Mismatch,True,0.6444829702377319
0,GOLD_0022,2013/s/2013/447/22:4,Register Mismatch,Register Mismatch,True,0.6609162092208862
0,GOLD_0023,2013/s/2013/447/22:4,Register Mismatch,Register Mismatch,True,0.6609162092208862
0,GOLD_0024,2005/s/2005/631/28:3,Register Mismatch,Register Mismatch,True,0.5220953822135925
0,GOLD_0025,2005/s/2005/60/254:1,Register Mismatch,Definiteness Shift,False,0.4337068498134613
0,GOLD_0026,2005/s/2005/60/254:1,Register Mismatch,Definiteness Shift,False,0.44060018658638
0,GOLD_0027,2005/s/2005/60/254:1,Register Mismatch,Definiteness Shift,False,0.4495384097099304
0,GOLD_0028,2005/s/2005/60/254:1,Register Mismatch,Definiteness Shift,False,0.44060018658638
0,GOLD_0029,2005/s/2005/60/457:3,Register Mismatch,Register Mismatch,True,0.29592594504356384
0,GOLD_0030,2005/s/2005/60/457:3,Register Mismatch,Register Mismatch,True,0.31565171480178833
0,GOLD_0031,2005/s/2005/60/457:3,Register Mismatch,Register Mismatch,True,0.3159489631652832
0,GOLD_0032,2014/s/2014/935/80:2,Register Mismatch,Register Mismatch,True,0.47444891929626465
0,GOLD_0033,2014/s/2014/935/80:2,Register Mismatch,Register Mismatch,True,0.4822728633880615
0,GOLD_0034,2014/s/2014/935/80:2,Register Mismatch,Register Mismatch,True,0.49649566411972046
0,GOLD_0035,2014/s/2014/935/80:2,Register Mismatch,Register Mismatch,True,0.49649566411972046
0,GOLD_0036,2006/s/2006/822/203:10,Register Mismatch,Register Mismatch,True,0.9516564607620239
0,GOLD_0037,2006/s/2006/822/203:10,Register Mismatch,Register Mismatch,True,0.9536465406417847
0,GOLD_0038,2006/s/2006/822/203:10,Register Mismatch,Register Mismatch,True,0.9595528841018677
0,GOLD_0039,2006/s/2006/822/203:10,Register Mismatch,Register Mismatch,True,0.9536465406417847
0,GOLD_0040,2008/s/2008/371/235:4,Register Mismatch,Register Mismatch,True,0.9675551056861877
0,GOLD_0041,2008/s/2008/371/235:4,Register Mismatch,Register Mismatch,True,0.9705410003662109
0,GOLD_0042,2008/s/2008/371/235:4,Register Mismatch,Register Mismatch,True,0.9740442037582397
0,GOLD_0043,2008/s/2008/371/235:4,Register Mismatch,Register Mismatch,True,0.9737064838409424
0,GOLD_0044,2012/s/2012/373/576:1,Register Mismatch,Register Mismatch,True,0.9975690245628357
0,GOLD_0045,2011/s/2011/525/60:1,Register Mismatch,Register Mismatch,True,0.9976823329925537
0,GOLD_0046,2003/s/2003/946/19:9,Register Mismatch,Register Mismatch,True,0.9589812755584717
0,GOLD_0047,2012/s/2012/16/45:5,Register Mismatch,Register Mismatch,True,0.3791132867336273
0,GOLD_0048,2014/s/2014/213/81:7,Register Mismatch,Register Mismatch,True,0.7797841429710388
0,GOLD_0049,2014/s/2014/213/81:7,Register Mismatch,Register Mismatch,True,0.7212532162666321
0,GOLD_0050,2014/s/2014/213/81:7,Register Mismatch,Register Mismatch,True,0.7820691466331482
0,GOLD_0051,2006/s/2006/822/15:3,Register Mismatch,Register Mismatch,True,0.9523133039474487
0,GOLD_0052,2006/s/2006/822/15:3,Register Mismatch,Register Mismatch,True,0.9564248323440552
0,GOLD_0053,2006/s/2006/822/15:3,Register Mismatch,Register Mismatch,True,0.9484166502952576
0,GOLD_0054,2006/s/2006/822/15:3,Register Mismatch,Register Mismatch,True,0.9564248323440552
0,GOLD_0055,2006/s/2006/154/290:2,Register Mismatch,Register Mismatch,True,0.4053225815296173
0,GOLD_0056,2013/s/2013/447/22:4,Register Mismatch,Register Mismatch,True,0.9847273826599121
0,GOLD_0057,2013/s/2013/447/22:4,Register Mismatch,Register Mismatch,True,0.9839105606079102
0,GOLD_0058,2013/s/2013/447/22:4,Register Mismatch,Register Mismatch,True,0.9839105606079102
0,GOLD_0059,2005/s/2005/686/23:1,Register Mismatch,Register Mismatch,True,0.5484766960144043
0,GOLD_0060,2005/s/2005/686/23:1,Register Mismatch,Register Mismatch,True,0.5495907664299011
