fold,sample_id,Sentence_ID,Sub-Subtype,predicted_label,correct,confidence
3,GOLD_0000,2007/s/2007/677/102:2,Passive to Active Voice,Register Mismatch,False,0.8365293145179749
3,GOLD_0001,2007/s/2007/677/102:2,Passive to Active Voice,Register Mismatch,False,0.7716904878616333
3,GOLD_0002,2005/s/2005/631/69:1,Passive to Active Voice,Register Mismatch,False,0.5390526056289673
3,GOLD_0003,2005/s/2005/631/69:1,Passive to Active Voice,Register Mismatch,False,0.5390526056289673
3,GOLD_0004,2005/s/2005/631/69:1,Passive to Active Voice,Register Mismatch,False,0.541317343711853
3,GOLD_0005,2005/s/2005/682/29:1,Definiteness Shift,Definiteness Shift,True,0.99647456407547
3,GOLD_0006,2005/s/2005/682/29:1,Definiteness Shift,Definiteness Shift,True,0.9962571859359741
3,GOLD_0007,2005/s/2005/682/29:1,Definiteness Shift,Definiteness Shift,True,0.9964103102684021
3,GOLD_0008,2005/s/2005/682/29:1,Definiteness Shift,Definiteness Shift,True,0.9962571859359741
3,GOLD_0009,2005/s/2005/633/25:2,Definiteness Shift,Definiteness Shift,True,0.6005591750144958
3,GOLD_0010,2005/s/2005/633/25:2,Definiteness Shift,Definiteness Shift,True,0.5800058841705322
3,GOLD_0011,2005/s/2005/633/25:2,Definiteness Shift,Definiteness Shift,True,0.6046530604362488
3,GOLD_0012,2005/s/2005/633/25:2,Definiteness Shift,Definiteness Shift,True,0.6034430861473083
3,GOLD_0013,2008/s/2008/250/69:2,Definiteness Shift,Definiteness Shift,True,0.8999624252319336
3,GOLD_0014,2008/s/2008/250/69:2,Definiteness Shift,Definiteness Shift,True,0.8932804465293884
3,GOLD_0015,2008/s/2008/250/69:2,Definiteness Shift,Definiteness Shift,True,0.8950932621955872
3,GOLD_0016,2008/s/2008/250/69:2,Definiteness Shift,Definiteness Shift,True,0.8932804465293884
3,GOLD_0017,2005/s/2005/60/457:3,Register Mismatch,Register Mismatch,True,0.5685926079750061
3,GOLD_0018,2005/s/2005/60/457:3,Register Mismatch,Register Mismatch,True,0.635346531867981
3,GOLD_0019,2005/s/2005/60/457:3,Register Mismatch,Register Mismatch,True,0.5832571387290955
3,GOLD_0020,2005/s/2005/60/457:3,Register Mismatch,Register Mismatch,True,0.6361177563667297
3,GOLD_0021,2013/s/2013/447/22:4,Register Mismatch,Register Mismatch,True,0.721347451210022
3,GOLD_0022,2013/s/2013/447/22:4,Register Mismatch,Register Mismatch,True,0.7263398766517639
3,GOLD_0023,2013/s/2013/447/22:4,Register Mismatch,Register Mismatch,True,0.7263398766517639
3,GOLD_0024,2005/s/2005/631/28:3,Register Mismatch,Register Mismatch,True,0.6782186031341553
3,GOLD_0025,2005/s/2005/60/254:1,Register Mismatch,Definiteness Shift,False,0.3067317605018616
3,GOLD_0026,2005/s/2005/60/254:1,Register Mismatch,Definiteness Shift,False,0.31523042917251587
3,GOLD_0027,2005/s/2005/60/254:1,Register Mismatch,Definiteness Shift,False,0.30372142791748047
3,GOLD_0028,2005/s/2005/60/254:1,Register Mismatch,Definiteness Shift,False,0.31523042917251587
3,GOLD_0029,2005/s/2005/60/457:3,Register Mismatch,Register Mismatch,True,0.5502370595932007
3,GOLD_0030,2005/s/2005/60/457:3,Register Mismatch,Register Mismatch,True,0.5849795937538147
3,GOLD_0031,2005/s/2005/60/457:3,Register Mismatch,Register Mismatch,True,0.5892742276191711
3,GOLD_0032,2014/s/2014/935/80:2,Register Mismatch,Register Mismatch,True,0.26148635149002075
3,GOLD_0033,2014/s/2014/935/80:2,Register Mismatch,Register Mismatch,True,0.2648905813694
3,GOLD_0034,2014/s/2014/935/80:2,Register Mismatch,Register Mismatch,True,0.25912368297576904
3,GOLD_0035,2014/s/2014/935/80:2,Register Mismatch,Register Mismatch,True,0.25912368297576904
3,GOLD_0036,2006/s/2006/822/203:10,Register Mismatch,Register Mismatch,True,0.8129699230194092
3,GOLD_0037,2006/s/2006/822/203:10,Register Mismatch,Register Mismatch,True,0.7259154319763184
3,GOLD_0038,2006/s/2006/822/203:10,Register Mismatch,Register Mismatch,True,0.7340417504310608
3,GOLD_0039,2006/s/2006/822/203:10,Register Mismatch,Register Mismatch,True,0.7259154319763184
3,GOLD_0040,2008/s/2008/371/235:4,Register Mismatch,Register Mismatch,True,0.9019123315811157
3,GOLD_0041,2008/s/2008/371/235:4,Register Mismatch,Register Mismatch,True,0.9056881666183472
3,GOLD_0042,2008/s/2008/371/235:4,Register Mismatch,Register Mismatch,True,0.9041128158569336
3,GOLD_0043,2008/s/2008/371/235:4,Register Mismatch,Register Mismatch,True,0.9035390019416809
3,GOLD_0044,2012/s/2012/373/576:1,Register Mismatch,Register Mismatch,True,0.9974634647369385
3,GOLD_0045,2011/s/2011/525/60:1,Register Mismatch,Register Mismatch,True,0.9979897737503052
3,GOLD_0046,2003/s/2003/946/19:9,Register Mismatch,Register Mismatch,True,0.979109525680542
3,GOLD_0047,2012/s/2012/16/45:5,Register Mismatch,Register Mismatch,True,0.36986637115478516
3,GOLD_0048,2014/s/2014/213/81:7,Register Mismatch,Register Mismatch,True,0.9510512948036194
3,GOLD_0049,2014/s/2014/213/81:7,Register Mismatch,Register Mismatch,True,0.9457888603210449
3,GOLD_0050,2014/s/2014/213/81:7,Register Mismatch,Register Mismatch,True,0.9535024166107178
3,GOLD_0051,2006/s/2006/822/15:3,Register Mismatch,Register Mismatch,True,0.8932300209999084
3,GOLD_0052,2006/s/2006/822/15:3,Register Mismatch,Register Mismatch,True,0.8967722058296204
3,GOLD_0053,2006/s/2006/822/15:3,Register Mismatch,Register Mismatch,True,0.8890380859375
